07-03-2019 18:31:30 INFO  BPCI_Rest_API: 19 - ********started TC001_Get_ActiveAdmissionCount*********
07-03-2019 18:31:33 INFO  BPCI_Rest_API: 37 - ********Checking Admision Count*********
07-03-2019 18:31:33 INFO  BPCI_Rest_API: 41 - Admission Count is ==> 5
07-03-2019 18:31:33 INFO  BPCI_Rest_API: 72 - ********Checking Content Length*********
07-03-2019 18:31:33 INFO  BPCI_Rest_API: 74 - Content Length is ==> 20
07-03-2019 18:31:33 INFO  BPCI_Rest_API: 64 - ********Checking Content Type*********
07-03-2019 18:31:33 INFO  BPCI_Rest_API: 66 - Content Type is ==> application/json; charset=utf-8
07-03-2019 18:31:33 INFO  BPCI_Rest_API: 54 - ********Checking Response Time*********
07-03-2019 18:31:33 INFO  BPCI_Rest_API: 56 - Response Time is ==> 1182
07-03-2019 18:31:33 INFO  BPCI_Rest_API: 80 - ********Checking Server Type*********
07-03-2019 18:31:33 INFO  BPCI_Rest_API: 82 - Server Type is ==> Microsoft-IIS/8.5
07-03-2019 18:31:33 INFO  BPCI_Rest_API: 29 - ********Checking Status Code*********
07-03-2019 18:31:33 INFO  BPCI_Rest_API: 31 - Status Code is ==> 200
07-03-2019 18:31:33 INFO  BPCI_Rest_API: 46 - ********Checking Status Line*********
07-03-2019 18:31:33 INFO  BPCI_Rest_API: 48 - Status Line is ==> HTTP/1.1 200 OK
07-03-2019 18:31:33 INFO  BPCI_Rest_API: 88 - ********Finished TC001_Get_ActiveAdmissionCount*********
07-03-2019 18:31:33 INFO  BPCI_Rest_API: 19 - ********started TC002_Get_AverageLOS*********
07-03-2019 18:31:35 INFO  BPCI_Rest_API: 38 - ********Checking Average LOS*********
07-03-2019 18:31:35 INFO  BPCI_Rest_API: 42 - Average LOS is ==> 8.0
07-03-2019 18:31:35 INFO  BPCI_Rest_API: 77 - ********Checking Content Length*********
07-03-2019 18:31:35 INFO  BPCI_Rest_API: 79 - Content Length is ==> 14
07-03-2019 18:31:35 INFO  BPCI_Rest_API: 69 - ********Checking Content Type*********
07-03-2019 18:31:35 INFO  BPCI_Rest_API: 71 - Content Type is ==> application/json; charset=utf-8
07-03-2019 18:31:35 INFO  BPCI_Rest_API: 59 - ********Checking Response Time*********
07-03-2019 18:31:35 INFO  BPCI_Rest_API: 61 - Response Time is ==> 587
07-03-2019 18:31:35 INFO  BPCI_Rest_API: 85 - ********Checking Server Type*********
07-03-2019 18:31:35 INFO  BPCI_Rest_API: 87 - Server Type is ==> Microsoft-IIS/8.5
07-03-2019 18:31:35 INFO  BPCI_Rest_API: 29 - ********Checking Status Code*********
07-03-2019 18:31:35 INFO  BPCI_Rest_API: 31 - Status Code is ==> 200
07-03-2019 18:31:35 INFO  BPCI_Rest_API: 51 - ********Checking Status Line*********
07-03-2019 18:31:35 INFO  BPCI_Rest_API: 53 - Status Line is ==> HTTP/1.1 200 OK
07-03-2019 18:31:35 INFO  BPCI_Rest_API: 93 - ********Finished TC002_Get_AverageLOS*********
07-03-2019 18:31:35 INFO  BPCI_Rest_API: 20 - ********started TC003_Get_ProjectedCostPerYear*********
07-03-2019 18:31:39 INFO  BPCI_Rest_API: 80 - ********Checking Content Length*********
07-03-2019 18:31:39 INFO  BPCI_Rest_API: 82 - Content Length is ==> 36
07-03-2019 18:31:39 INFO  BPCI_Rest_API: 72 - ********Checking Content Type*********
07-03-2019 18:31:39 INFO  BPCI_Rest_API: 74 - Content Type is ==> application/json; charset=utf-8
07-03-2019 18:31:39 INFO  BPCI_Rest_API: 39 - ********Checking Projected Cost*********
07-03-2019 18:31:39 INFO  BPCI_Rest_API: 43 - Projected Cost Per Year is ==> 42211.88
07-03-2019 18:31:39 INFO  BPCI_Rest_API: 62 - ********Checking Response Time*********
07-03-2019 18:31:39 INFO  BPCI_Rest_API: 64 - Response Time is ==> 516
07-03-2019 18:31:39 INFO  BPCI_Rest_API: 88 - ********Checking Server Type*********
07-03-2019 18:31:39 INFO  BPCI_Rest_API: 90 - Server Type is ==> Microsoft-IIS/8.5
07-03-2019 18:31:39 INFO  BPCI_Rest_API: 30 - ********Checking Status Code*********
07-03-2019 18:31:39 INFO  BPCI_Rest_API: 32 - Status Code is ==> 200
07-03-2019 18:31:39 INFO  BPCI_Rest_API: 54 - ********Checking Status Line*********
07-03-2019 18:31:39 INFO  BPCI_Rest_API: 56 - Status Line is ==> HTTP/1.1 200 OK
07-03-2019 18:31:39 INFO  BPCI_Rest_API: 96 - ********Finished TC003_Get_ProjectedCostPerYear*********
07-03-2019 18:31:39 INFO  BPCI_Rest_API: 18 - ********started TC004_Get_PercentageOfReadmission*********
07-03-2019 18:31:42 INFO  BPCI_Rest_API: 78 - ********Checking Content Length*********
07-03-2019 18:31:42 INFO  BPCI_Rest_API: 80 - Content Length is ==> 29
07-03-2019 18:31:42 INFO  BPCI_Rest_API: 70 - ********Checking Content Type*********
07-03-2019 18:31:42 INFO  BPCI_Rest_API: 72 - Content Type is ==> application/json; charset=utf-8
07-03-2019 18:31:42 INFO  BPCI_Rest_API: 37 - ********Checking Percentage of Readmission*********
07-03-2019 18:31:42 INFO  BPCI_Rest_API: 41 - Percentage of Readmission is ==> 0.0
07-03-2019 18:31:42 INFO  BPCI_Rest_API: 60 - ********Checking Response Time*********
07-03-2019 18:31:42 INFO  BPCI_Rest_API: 62 - Response Time is ==> 518
07-03-2019 18:31:42 INFO  BPCI_Rest_API: 86 - ********Checking Server Type*********
07-03-2019 18:31:42 INFO  BPCI_Rest_API: 88 - Server Type is ==> Microsoft-IIS/8.5
07-03-2019 18:31:42 INFO  BPCI_Rest_API: 28 - ********Checking Status Code*********
07-03-2019 18:31:42 INFO  BPCI_Rest_API: 30 - Status Code is ==> 200
07-03-2019 18:31:42 INFO  BPCI_Rest_API: 52 - ********Checking Status Line*********
07-03-2019 18:31:42 INFO  BPCI_Rest_API: 54 - Status Line is ==> HTTP/1.1 200 OK
07-03-2019 18:31:42 INFO  BPCI_Rest_API: 94 - ********Finished TC004_Get_PercentageOfReadmission*********
07-03-2019 18:31:42 INFO  BPCI_Rest_API: 19 - ********started TC005_Get_PercentageDischargeToSNF*********
07-03-2019 18:31:46 INFO  BPCI_Rest_API: 79 - ********Checking Content Length*********
07-03-2019 18:31:46 INFO  BPCI_Rest_API: 81 - Content Length is ==> 19
07-03-2019 18:31:46 INFO  BPCI_Rest_API: 71 - ********Checking Content Type*********
07-03-2019 18:31:46 INFO  BPCI_Rest_API: 73 - Content Type is ==> application/json; charset=utf-8
07-03-2019 18:31:46 INFO  BPCI_Rest_API: 38 - ********Checking Percentage Discharge to SNF*********
07-03-2019 18:31:46 INFO  BPCI_Rest_API: 42 - Percentage Discharge to SNF is ==> 67
07-03-2019 18:31:46 INFO  BPCI_Rest_API: 61 - ********Checking Response Time*********
07-03-2019 18:31:46 INFO  BPCI_Rest_API: 63 - Response Time is ==> 626
07-03-2019 18:31:46 INFO  BPCI_Rest_API: 87 - ********Checking Server Type*********
07-03-2019 18:31:46 INFO  BPCI_Rest_API: 89 - Server Type is ==> Microsoft-IIS/8.5
07-03-2019 18:31:46 INFO  BPCI_Rest_API: 29 - ********Checking Status Code*********
07-03-2019 18:31:46 INFO  BPCI_Rest_API: 31 - Status Code is ==> 200
07-03-2019 18:31:46 INFO  BPCI_Rest_API: 53 - ********Checking Status Line*********
07-03-2019 18:31:46 INFO  BPCI_Rest_API: 55 - Status Line is ==> HTTP/1.1 200 OK
07-03-2019 18:31:46 INFO  BPCI_Rest_API: 95 - ********Finished TC005_Get_PercentageDischargeToSNF*********
07-03-2019 18:31:46 INFO  BPCI_Rest_API: 21 - ********started TC006_Get_EpisodeSummary*********
07-03-2019 18:31:49 INFO  BPCI_Rest_API: 156 - ********Checking Content Length*********
07-03-2019 18:31:49 INFO  BPCI_Rest_API: 158 - Content Length is ==> 2045
07-03-2019 18:31:49 INFO  BPCI_Rest_API: 148 - ********Checking Content Type*********
07-03-2019 18:31:49 INFO  BPCI_Rest_API: 150 - Content Type is ==> application/json; charset=utf-8
07-03-2019 18:31:49 INFO  BPCI_Rest_API: 40 - ********Checking Episode Summary*********
07-03-2019 18:31:49 INFO  BPCI_Rest_API: 45 - Episode ID for Episode 1 is : 15
07-03-2019 18:31:49 INFO  BPCI_Rest_API: 45 - Episode ID for Episode 2 is : 5
07-03-2019 18:31:49 INFO  BPCI_Rest_API: 45 - Episode ID for Episode 3 is : 12
07-03-2019 18:31:49 INFO  BPCI_Rest_API: 45 - Episode ID for Episode 4 is : 14
07-03-2019 18:31:49 INFO  BPCI_Rest_API: 45 - Episode ID for Episode 5 is : 7
07-03-2019 18:31:49 INFO  BPCI_Rest_API: 49 - Clinical Episode for Episode 1 is : name1
07-03-2019 18:31:49 INFO  BPCI_Rest_API: 49 - Clinical Episode for Episode 2 is : name5
07-03-2019 18:31:49 INFO  BPCI_Rest_API: 49 - Clinical Episode for Episode 3 is : name2
07-03-2019 18:31:49 INFO  BPCI_Rest_API: 49 - Clinical Episode for Episode 4 is : name5
07-03-2019 18:31:49 INFO  BPCI_Rest_API: 49 - Clinical Episode for Episode 5 is : name3
07-03-2019 18:31:49 INFO  BPCI_Rest_API: 53 - Start Date for Episode 1 is : 07/01/2019
07-03-2019 18:31:49 INFO  BPCI_Rest_API: 53 - Start Date for Episode 2 is : 04/01/2019
07-03-2019 18:31:49 INFO  BPCI_Rest_API: 53 - Start Date for Episode 3 is : 05/11/2019
07-03-2019 18:31:49 INFO  BPCI_Rest_API: 53 - Start Date for Episode 4 is : 05/01/2019
07-03-2019 18:31:49 INFO  BPCI_Rest_API: 53 - Start Date for Episode 5 is : 04/01/2019
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 57 - Discharge Date for Episode 1 is : 
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 57 - Discharge Date for Episode 2 is : 05/20/2019
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 57 - Discharge Date for Episode 3 is : 02/20/2019
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 57 - Discharge Date for Episode 4 is : 02/20/2019
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 57 - Discharge Date for Episode 5 is : 
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 61 - Admit Date for Episode 1 is : 07/01/2019
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 61 - Admit Date for Episode 2 is : 05/10/2019
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 61 - Admit Date for Episode 3 is : 02/10/2019
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 61 - Admit Date for Episode 4 is : 02/10/2019
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 61 - Admit Date for Episode 5 is : 
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 65 - LOS for Episode 1 is : 2
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 65 - LOS for Episode 2 is : 10
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 65 - LOS for Episode 3 is : 10
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 65 - LOS for Episode 4 is : 10
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 65 - LOS for Episode 5 is : 
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 69 - Patient Name for Episode 1 is : 
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 69 - Patient Name for Episode 2 is : fullname5
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 69 - Patient Name for Episode 3 is : fullname7
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 69 - Patient Name for Episode 4 is : fullname2
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 69 - Patient Name for Episode 5 is : fullname6
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 73 - Discharge Disposition for Episode 1 is : 
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 73 - Discharge Disposition for Episode 2 is : DD1
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 73 - Discharge Disposition for Episode 3 is : DD2
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 73 - Discharge Disposition for Episode 4 is : DD2
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 73 - Discharge Disposition for Episode 5 is : P
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 77 - State for Episode 1 is : 
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 77 - State for Episode 2 is : state1
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 77 - State for Episode 3 is : state1
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 77 - State for Episode 4 is : state1
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 77 - State for Episode 5 is : 
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 81 - Owner for Episode 1 is : owner5
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 81 - Owner for Episode 2 is : owner5
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 81 - Owner for Episode 3 is : owner4
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 81 - Owner for Episode 4 is : owner1
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 81 - Owner for Episode 5 is : owner1
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 85 - Initiator for Episode 1 is : Dr.Steve
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 85 - Initiator for Episode 2 is : Dr.Steve
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 85 - Initiator for Episode 3 is : Dr.Steve
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 85 - Initiator for Episode 4 is : Dr.Kabir
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 85 - Initiator for Episode 5 is : Dr.Kabir
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 89 - Number of Visits for Episode 1 is : 1
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 89 - Number of Visits for Episode 2 is : 1
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 89 - Number of Visits for Episode 3 is : 1
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 89 - Number of Visits for Episode 4 is : 1
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 89 - Number of Visits for Episode 5 is : 1
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 93 - Readmission for Episode 1 is : No
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 93 - Readmission for Episode 2 is : No
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 93 - Readmission for Episode 3 is : No
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 93 - Readmission for Episode 4 is : No
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 93 - Readmission for Episode 5 is : No
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 97 - Facility Name for Episode 1 is : Manipal
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 97 - Facility Name for Episode 2 is : name5
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 97 - Facility Name for Episode 3 is : name2
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 97 - Facility Name for Episode 4 is : name2
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 97 - Facility Name for Episode 5 is : COCNP
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 101 - Severity for Episode 1 is : 1
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 101 - Severity for Episode 2 is : 1
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 101 - Severity for Episode 3 is : 1
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 101 - Severity for Episode 4 is : 1
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 101 - Severity for Episode 5 is : 1
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 105 - End Date for Episode 1 is : 09/29/2019
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 105 - End Date for Episode 2 is : 06/30/2019
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 105 - End Date for Episode 3 is : 08/09/2019
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 105 - End Date for Episode 4 is : 07/30/2019
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 105 - End Date for Episode 5 is : 06/30/2019
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 109 - Observation End Date for Episode 1 is : 10/29/2019
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 109 - Observation End Date for Episode 2 is : 07/30/2019
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 109 - Observation End Date for Episode 3 is : 09/08/2019
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 109 - Observation End Date for Episode 4 is : 08/29/2019
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 109 - Observation End Date for Episode 5 is : 07/30/2019
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 113 - Total LOS for Episode 1 is : null
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 113 - Total LOS for Episode 2 is : null
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 113 - Total LOS for Episode 3 is : null
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 113 - Total LOS for Episode 4 is : null
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 113 - Total LOS for Episode 5 is : null
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 117 - Status for Episode 1 is : ACTIVE
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 117 - Status for Episode 2 is : ACTIVE
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 117 - Status for Episode 3 is : ACTIVE
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 117 - Status for Episode 4 is : ACTIVE
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 117 - Status for Episode 5 is : ACTIVE
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 138 - ********Checking Response Time*********
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 140 - Response Time is ==> 533
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 164 - ********Checking Server Type*********
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 166 - Server Type is ==> Microsoft-IIS/8.5
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 31 - ********Checking Status Code*********
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 33 - Status Code is ==> 200
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 130 - ********Checking Status Line*********
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 132 - Status Line is ==> HTTP/1.1 200 OK
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 172 - ********Finished TC006_Get_Episode_Summary*********
07-03-2019 18:31:50 INFO  BPCI_Rest_API: 21 - ********started TC007_Get_EpisodeSummaryDetails*********
07-03-2019 18:31:53 INFO  BPCI_Rest_API: 149 - ********Checking Content Length*********
07-03-2019 18:31:53 INFO  BPCI_Rest_API: 151 - Content Length is ==> 875
07-03-2019 18:31:53 INFO  BPCI_Rest_API: 141 - ********Checking Content Type*********
07-03-2019 18:31:53 INFO  BPCI_Rest_API: 143 - Content Type is ==> application/json; charset=utf-8
07-03-2019 18:31:53 INFO  BPCI_Rest_API: 40 - ********Checking Episode Summary Details*********
07-03-2019 18:31:53 INFO  BPCI_Rest_API: 45 - Start Date for Episode is :12/1/2018 12:00:00 AM
07-03-2019 18:31:53 INFO  BPCI_Rest_API: 47 - End Date for Episode is :4/30/2019 12:00:00 AM
07-03-2019 18:31:53 INFO  BPCI_Rest_API: 49 - Description for Episode is : despriction2
07-03-2019 18:31:53 INFO  BPCI_Rest_API: 51 - InPatient for Episode is :inpatient2
07-03-2019 18:31:53 INFO  BPCI_Rest_API: 53 - OutPatient for Episode is :outpatient
07-03-2019 18:31:53 INFO  BPCI_Rest_API: 55 - Status for Episode is :INACTIVE
07-03-2019 18:31:53 INFO  BPCI_Rest_API: 57 - Source for Episode is :source1
07-03-2019 18:31:53 INFO  BPCI_Rest_API: 61 - mbi for Members is : 102
07-03-2019 18:31:53 INFO  BPCI_Rest_API: 63 - hcin for Memeber is :1012
07-03-2019 18:31:53 INFO  BPCI_Rest_API: 65 - First Name for Memeber is :firstname2
07-03-2019 18:31:53 INFO  BPCI_Rest_API: 67 - Middle Name for Memeber is :middlename2
07-03-2019 18:31:53 INFO  BPCI_Rest_API: 69 - Last Name for Memeber is :lastname2
07-03-2019 18:31:53 INFO  BPCI_Rest_API: 71 - Full Name for Memeber is :fullname2
07-03-2019 18:31:53 INFO  BPCI_Rest_API: 73 - Source for Memeber is :null
07-03-2019 18:31:53 INFO  BPCI_Rest_API: 79 - Owner Nme for Owner is :owner2
07-03-2019 18:31:53 INFO  BPCI_Rest_API: 81 - source for Owner is :null
07-03-2019 18:31:53 INFO  BPCI_Rest_API: 85 - Admitting Physician Name  for Provider is :AdmitingPhy2
07-03-2019 18:31:53 INFO  BPCI_Rest_API: 87 - Attending Physician Name  for Provider is :attendingphy2
07-03-2019 18:31:53 INFO  BPCI_Rest_API: 89 - Consulting Physician Name  for Provider is :ConsultingPhy2
07-03-2019 18:31:53 INFO  BPCI_Rest_API: 91 - Referring Physician Name  for Provider is :referPhy2
07-03-2019 18:31:53 INFO  BPCI_Rest_API: 96 - Facility Name is :name2
07-03-2019 18:31:53 INFO  BPCI_Rest_API: 98 - Source for Facility is :null
07-03-2019 18:31:53 INFO  BPCI_Rest_API: 102 - Diagnosis Code is : DC1
07-03-2019 18:31:53 INFO  BPCI_Rest_API: 104 - Source for Diagnosis is : source1
07-03-2019 18:31:53 INFO  BPCI_Rest_API: 106 - Admit Date for Diagnosis is : 2/10/2019 12:00:00 AM
07-03-2019 18:31:53 INFO  BPCI_Rest_API: 108 - Discharge Date for Diagnosis is : 2/23/2019 12:00:00 AM
07-03-2019 18:31:53 INFO  BPCI_Rest_API: 110 - Discharge Dispostion for Diagnosis is : DD2
07-03-2019 18:31:53 INFO  BPCI_Rest_API: 131 - ********Checking Response Time*********
07-03-2019 18:31:53 INFO  BPCI_Rest_API: 133 - Response Time is ==> 632
07-03-2019 18:31:53 INFO  BPCI_Rest_API: 157 - ********Checking Server Type*********
07-03-2019 18:31:53 INFO  BPCI_Rest_API: 159 - Server Type is ==> Microsoft-IIS/8.5
07-03-2019 18:31:53 INFO  BPCI_Rest_API: 31 - ********Checking Status Code*********
07-03-2019 18:31:53 INFO  BPCI_Rest_API: 33 - Status Code is ==> 200
07-03-2019 18:31:53 INFO  BPCI_Rest_API: 123 - ********Checking Status Line*********
07-03-2019 18:31:53 INFO  BPCI_Rest_API: 125 - Status Line is ==> HTTP/1.1 200 OK
07-03-2019 18:31:53 INFO  BPCI_Rest_API: 165 - ********Finished TC007_Get_EpisodeSummarydetails*********
07-04-2019 11:28:34 INFO  BPCI_Rest_API: 21 - ********started TC007_Get_EpisodeSummaryDetails*********
07-04-2019 11:28:41 INFO  BPCI_Rest_API: 40 - ********Checking Episode Summary Details*********
07-04-2019 11:28:41 INFO  BPCI_Rest_API: 78 - Owner ID for Owner is :2
07-04-2019 11:28:41 INFO  BPCI_Rest_API: 165 - ********Finished TC007_Get_EpisodeSummarydetails*********
07-04-2019 11:29:18 INFO  BPCI_Rest_API: 21 - ********started TC007_Get_EpisodeSummaryDetails*********
07-04-2019 11:29:23 INFO  BPCI_Rest_API: 40 - ********Checking Episode Summary Details*********
07-04-2019 11:29:23 INFO  BPCI_Rest_API: 78 - Owner ID for Owner is :2
